"string";"country";"price";"type";"season";"shipi";"filepic";"type_item";"ostatok";
"205/55 R16 Б/К TOYO TYDRB";"ЯПОНИЯ";"3500";;;;;;"2";
"205/55 R16 Б/К YH AA01 V";"ФИЛИППИНЫ";"3580";;;;;;"-";
"205/55 R16 Б/К YH AC02";"ФИЛИППИНЫ";"3920";;;;;;">50";
"205/55 R16 Б/К YH V102";"ЯПОНИЯ";"3600";;;;;;"1";
"205/45 R16 Б/К BS RE001";"ЯПОНИЯ";"5200";;;;;;"10";
"205/45 R16 Б/К HANKOOK K110 ";"КОРЕЯ";"4100";;;;;;"16";
"205/45 R16 Б/К HANKOOK K415 ";"КОРЕЯ";"3650";;;;;;"14";
"205/45 R16 Б/К KUMHO KH16";"КОРЕЯ";"3700";;;;;;"5";
"205/45 R16 Б/К KUMHO KU31 ";"КОРЕЯ";"4050";;;;;;"18";
"205/45 R16 Б/К TOYO TYDRB";"ЯПОНИЯ";"4350";;;;;;"8";
"205/50 R16 Б/К BS RE050A";"ЯПОНИЯ";"5320";;;;;;"12";
"205/50 R16 Б/К NOKIAN HAKKA V";"РОССИЯ";"5500";;;;;;"12";
"205/50 R16 Б/К NOKIAN HAKKA Z";"ФИНЛЯНДИЯ";"5305";;;;;;"2";
"205/50 R16 Б/К NOKIAN HAKKA Z";"РОССИЯ";"5750";;;;;;"20";
"205/50 R16 Б/К TOYO PXT1-S";"ЯПОНИЯ";"3320";;;;;;"1";
"205/55 R15 Б/К YH AS01";"ФИЛИППИНЫ";"3850";;;;;;"-";
"205/55 R16 Б/К BS Ecopia  EP100A";"ТАЙЛАНД";"3800";;;;;;">50";
"205/55 R16 Б/К BS ER300 94W ";"ЯПОНИЯ";"4120";;;;;;">50";
"205/55 R16 Б/К BS ER300 Run Flat";"ПОЛЬША";"5100";;;;;;"23";
"205/55 R16 Б/К BS MY01";"ТАЙЛАНД";"3890";;;;;;"49";
"205/55 R16 Б/К BS RE001";"ЯПОНИЯ";"4000";;;;;;"1";
"205/55 R16 Б/К BS RE002";"ТАЙЛАНД";"4560";;;;;;"35";
"205/55 R16 Б/К BS RE002";"ИНДОНЕЗИЯ";"4560";;;;;;"16";
"205/55 R16 Б/К BS S001";"ЯПОНИЯ";"4680";;;;;;">50";
"35x12.5 R15 Б/К COOPER DISCOVERER STT";"США";"13000";;;;;;"4";
"35x12.5 R15 Б/К NOKIAN VATIIVA MT ";"США";"8900";;;;;;"1";
"35x12.5 R15 Б/К TOYO OPAT";"ЯПОНИЯ";"9200";;;;;;"4";
"185/55 R16 Б/К BS ER37 ";"ЯПОНИЯ";"4800";;;;;;"4";
"185/55 R16 Б/К YH AC01 ";"ФИЛИППИНЫ";"4950";;;;;;"8";
"195/45 R16 Б/К DUNLOP SP FASTRESPONSE XL";"ГЕРМАНИЯ";"3880";;;;;;"20";
"195/50 R16 Б/К KUMHO KH17";"КОРЕЯ";"4400";;;;;;"28";
"195/50 R16 Б/К TOYO TYDRB";"ЯПОНИЯ";"4800";;;;;;"4";
"195/50 R16 Б/К YH A460";"ЯПОНИЯ";"6130";;;;;;"12";
"195/50 R16 Б/К YH AC01 ";"ФИЛИППИНЫ";"5280";;;;;;"8";
"195/55 R16 Б/К BS ER300";"ЯПОНИЯ";"4820";;;;;;"40";
"195/55 R16 Б/К BS ER300 Run Flat";"ЯПОНИЯ";"6360";;;;;;"8";
"195/55 R16 Б/К DUNLOP SP SPORT 01 MO MFS";"ГЕРМАНИЯ";"4460";;;;;;"40";
"195/55 R16 Б/К HANKOOK K105 ";"КОРЕЯ";"3400";;;;;;"1";
"195/55 R16 Б/К MICHELIN ENERGY SAVER";"ИТАЛИЯ";"4550";;;;;;"2";
"195/55 R16 Б/К NOKIAN HAKKA GREEN XL";"РОССИЯ";"3970";;;;;;">50";
"195/55 R16 Б/К SAVA INTENSA HP";"ГЕРМАНИЯ";"3780";;;;;;"20";
"195/55 R16 Б/К YH AC01";"ФИЛИППИНЫ";"4020";;;;;;"4";
"195/60 R16 Б/К NOKIAN HAKKA GREEN XL";"РОССИЯ";"3910";;;;;;"20";
"205/45 R16 Б/К BS MY01";"ТАЙЛАНД";"4600";;;;;;"14";
"30x9.5 R15 Б/К BFG ALL TERRAIN T/A";"США";"6550";;;;;;"20";
"30x9.5 R15 Б/К BS D693";"ЯПОНИЯ";"1500";;;;;;"1";
"30x9.5 R15 Б/К BS D699 ";"ЯПОНИЯ";"5000";;;;;;"5";
"30x9.5 R15 Б/К HANKOOK RT03";"КОРЕЯ";"5150";;;;;;"1";
"30x9.5 R15 Б/К NOKIAN VATIIVA MT ";"США";"6020";;;;;;"21";
"30x9.5 R15 Б/К YH G001C";"ЯПОНИЯ";"5250";;;;;;"4";
"31/10.5 R15 Б/К KUMHO KL71";"КОРЕЯ";"6060";;;;;;"8";
"31x10.5 R15 Б/К BS D673 ";"ЯПОНИЯ";"8300";;;;;;"4";
"31x10.5 R15 Б/К BS D694";"ЯПОНИЯ";"5725";;;;;;"7";
"31x10.5 R15 Б/К GY WRANGLER DURATRAC";"США";"7500";;;;;;"25";
"31x10.5 R15 Б/К HANKOOK RT03";"КОРЕЯ";"5750";;;;;;"2";
"31x10.5 R15 Б/К NOKIAN VATIIVA MT ";"США";"6310";;;;;;"5";
"31x10.5 R15 Б/К YH G001C";"ЯПОНИЯ";"7150";;;;;;"4";
"31x10.5 R15 Б/К YH G012 ";"ТАЙЛАНД";"4750";;;;;;"1";
"31x10.5 R15LT Б/К BFG ALL TERRAIN T/A";"США";"7400";;;;;;">50";
"31x11.5 R15 Б/К HANKOOK RT03";"КОРЕЯ";"6915";;;;;;"17";
"32x11.5 R15 Б/К BFG ALL TERRAIN T/A";"США";"8300";;;;;;"12";
"32x11.5 R15 Б/К HANKOOK RT03";"КОРЕЯ";"7100";;;;;;"9";
"33x12.5 R15 Б/К BS D673 ";"ЯПОНИЯ";"7110";;;;;;"2";
"33x12.5 R15 Б/К HANKOOK RT03";"КОРЕЯ";"7620";;;;;;"8";
"235/75 R15 Б/К GY WRANGLER DURATRAC";"США";"5560";;;;;;"26";
"235/75 R15 Б/К HANKOOK RA23 ";"КОРЕЯ";"4000";;;;;;"2";
"235/75 R15 Б/К HANKOOK RF10 XL";"КОРЕЯ";"5010";;;;;;"40";
"235/75 R15 Б/К KUMHO KL71";"КОРЕЯ";"5600";;;;;;"20";
"235/75 R15 Б/К MICHELIN LATITUDE CROSS ";"ФРАНЦИЯ";"5500";;;;;;"4";
"235/75 R15 Б/К NOKIAN HAKKA SUV";"ФИНЛЯНДИЯ";"4325";;;;;;"1";
"235/75 R15 Б/К NOKIAN HAKKA SUV";"РОССИЯ";"4750";;;;;;"35";
"235/75 R15 Б/К NOKIAN ROTIIVA";"РОССИЯ";"5500";;;;;;"2";
"245/75 R16 Б/К HANKOOK RA25 LT";"КОРЕЯ";"5800";;;;;;"48";
"255/60 R15 Б/К KUMHO KL12";"КОРЕЯ";"4800";;;;;;"4";
"255/70 R15 Б/К BS D689 ";"ЯПОНИЯ";"5750";;;;;;"22";
"255/70 R15 Б/К HANKOOK RA25";"КОРЕЯ";"5800";;;;;;"44";
"255/70 R15 Б/К KUMHO KL51 ";"КОРЕЯ";"4900";;;;;;"8";
"255/70 R15 Б/К MICHELIN LATITUDE CROSS ";"ТАЙЛАНД";"6200";;;;;;"8";
"265/70 R15 Б/К BARUM BRAVURIS 4x4";"ПОРТУГАЛИЯ";"5250";;;;;;"8";
"265/70 R15 Б/К BS D689";"ЯПОНИЯ";"6070";;;;;;"14";
"265/70 R15 Б/К BS D694";"ЯПОНИЯ";"5420";;;;;;"2";
"265/70 R15 Б/К HANKOOK RA23 ";"КОРЕЯ";"6100";;;;;;"16";
"265/70 R15 Б/К KUMHO KL51 ";"КОРЕЯ";"4760";;;;;;"4";
"265/70 R15 Б/К MICHELIN LATITUDE CROSS ";"ФРАНЦИЯ";"6500";;;;;;"8";
"205/70 R15 Б/К PIRELLI SCORPION STR ";"РУМЫНИЯ";"4385";;;;;;"18";
"205/70 R15 Б/К YH G012";"ТАЙЛАНД";"4380";;;;;;">50";
"215/60 R15 Б/К BARUM BRAVURIS 2";"МЕКСИКА";"3710";;;;;;"16";
"215/60 R15 Б/К KUMHO KH15";"КОРЕЯ";"3000";;;;;;"1";
"215/60 R15 Б/К KUMHO KH17";"КОРЕЯ";"3300";;;;;;"1";
"215/65 R15 Б/К HANKOOK K424";"КОРЕЯ";"3350";;;;;;">50";
"215/70 R15 Б/К HANKOOK RA23 ";"КОРЕЯ";"4010";;;;;;"1";
"215/75 R15 Б/К BFG ALL TERRAIN T/A ";"США";"6250";;;;;;"3";
"215/75 R15 Б/К HANKOOK RT03";"КОРЕЯ";"4525";;;;;;"2";
"215/75 R15 Б/К KUMHO 825";"КОРЕЯ";"3100";;;;;;"1";
"215/75 R15 Б/К KUMHO KL71";"КОРЕЯ";"4550";;;;;;"1";
"215/75 R15 Б/К MICHELIN LATITUDE CROSS ";"ТАЙЛАНД";"5720";;;;;;"8";
"225/60 R15 Б/К KUMHO KH11";"КОРЕЯ";"2800";;;;;;"1";
"225/70 R15 Б/К BS D694";"ЯПОНИЯ";"4195";;;;;;"2";
"225/70 R15 Б/К HANKOOK RA23 ";"КОРЕЯ";"3700";;;;;;"3";
"225/70 R15 Б/К HANKOOK RF10";"КОРЕЯ";"4700";;;;;;"24";
"225/70 R16 Б/К МР-82 4х4  SUV";"ОМСК-МАТАДОР";"3950";;;;;;"16";
"235/75 R15 Б/К BFG ALL TERRAIN T/A";"США";"6850";;;;;;"20";
"235/75 R15 Б/К BFG MUD TERRAIN T/A KM2";"США";"6120";;;;;;"28";
"235/75 R15 Б/К BS D697";"ТАЙЛАНД";"6950";;;;;;"24";
"205/65 R15 Б/К DUNLOP SP FASTRESPONSE";"ТАЙЛАНД";"3630";;;;;;">50";
"205/65 R15 Б/К GY DURAGRIP";"СЛОВЕНИЯ";"3550";;;;;;">50";
"205/65 R15 Б/К GY EFFICIENTGRIP";"СЛОВЕНИЯ";"3940";;;;;;"48";
"205/65 R15 Б/К GY OPTIGRIP 94H";"ГЕРМАНИЯ";"3950";;;;;;"48";
"205/65 R15 Б/К HANKOOK K424";"КОРЕЯ";"2760";;;;;;"-";
"205/65 R15 Б/К MICHELIN ENERGY SAVER GRNX";"ИТАЛИЯ";"3500";;;;;;"1";
"205/65 R15 Б/К NOKIAN HAKKA BLUE";"РОССИЯ";"4230";;;;;;">50";
"205/65 R15 Б/К NOKIAN HAKKA GREEN ";"РОССИЯ";"3300";;;;;;"46";
"205/65 R15 Б/К NOKIAN HAKKA V";"ФИНЛЯНДИЯ";"4000";;;;;;"4";
"205/65 R15 Б/К NOKIAN HAKKA V";"РОССИЯ";"4000";;;;;;">50";
"205/65 R15 Б/К PIRELLI Cinturato P1";"ТУРЦИЯ";"3545";;;;;;"24";
"205/65 R15 Б/К TOYO PXCF1";"ЯПОНИЯ";"3000";;;;;;"1";
"205/65 R15 Б/К YH AA01";"ФИЛИППИНЫ";"2850";;;;;;"17";
"205/70 R15 Б/К BS B250";"ТАЙЛАНД";"4080";;;;;;"18";
"205/70 R15 Б/К BS D694";"ЯПОНИЯ";"4000";;;;;;"1";
"205/70 R15 Б/К BS D697";"ТАЙЛАНД";"4600";;;;;;">50";
"205/70 R15 Б/К HANKOOK K715";"КОРЕЯ";"3360";;;;;;"1";
"205/70 R15 Б/К KUMHO 825 ";"КОРЕЯ";"2840";;;;;;"1";
"205/70 R15 Б/К KUMHO KL51 ";"КОРЕЯ";"3640";;;;;;"43";
"205/70 R15 Б/К NOKIAN HAKKA GREEN ";"РОССИЯ";"3450";;;;;;"-";
"205/50 R15 Б/К NOKIAN HAKKA V";"ФИНЛЯНДИЯ";"4470";;;;;;"12";
"205/55 R15 Б/К BS RE001";"ЯПОНИЯ";"3820";;;;;;"-";
"205/55 R15 Б/К HANKOOK K105 XL";"КОРЕЯ";"3770";;;;;;">50";
"205/55 R15 Б/К KUMHO KU31";"КОРЕЯ";"3600";;;;;;"19";
"205/55 R15 Б/К NOKIAN HAKKA V";"РОССИЯ";"4300";;;;;;">50";
"205/55 R16 Б/К SAVA ADAPTO HP";"ПОЛЬША";"3500";;;;;;">50";
"205/60 R15 Б/К DUNLOP SP FASTRESPONSE";"ТАЙЛАНД";"2970";;;;;;"2";
"205/60 R15 Б/К GY EFFICIENTGRIP";"ФРАНЦИЯ";"3080";;;;;;"1";
"205/60 R15 Б/К HANKOOK K415 ";"КОРЕЯ";"2650";;;;;;"2";
"205/60 R15 Б/К KUMHO KU31";"КОРЕЯ";"3280";;;;;;"24";
"205/60 R15 Б/К MICHELIN ENERGY SAVER GRNX 91H";"РОССИЯ";"4230";;;;;;"12";
"205/60 R15 Б/К NOKIAN HAKKA GREEN ";"РОССИЯ";"3660";;;;;;">50";
"205/60 R15 Б/К NOKIAN HAKKA V";"ФИНЛЯНДИЯ";"3600";;;;;;"23";
"205/60 R15 Б/К NOKIAN HAKKA V";"РОССИЯ";"3600";;;;;;"11";
"205/60 R15 Б/К SAVA INTENSA HP";"СЛОВЕНИЯ";"2960";;;;;;">50";
"205/60 R15 Б/К YH AA01";"ФИЛИППИНЫ";"3200";;;;;;"34";
"205/65 R15 Б/К BS B250";"ИНДОНЕЗИЯ";"3080";;;;;;"43";
"205/65 R15 Б/К BS ER30";"ЯПОНИЯ";"3330";;;;;;"4";
"205/65 R15 Б/К BS ER300";"ЯПОНИЯ";"3570";;;;;;">50";
"205/65 R15 Б/К CONTINENTAL PREMIUM CONTACT 2";"ПОРТУГАЛИЯ";"4000";;;;;;"-";
"195/65 R15 Б/К GY EFFICIENTGRIP 91H";"ГЕРМАНИЯ";"3080";;;;;;"43";
"195/65 R15 Б/К HANKOOK K105 ";"КОРЕЯ";"2665";;;;;;">50";
"195/65 R15 Б/К HANKOOK K424";"КОРЕЯ";"2530";;;;;;"4";
"195/65 R15 Б/К KUMHO KH25 ";"КИТАЙ";"2360";;;;;;">50";
"195/65 R15 Б/К MICHELIN ENERGY SAVER  GRNX 91H";"РОССИЯ";"3130";;;;;;"24";
"195/65 R15 Б/К MICHELIN ENERGY SAVER  GRNX 91H";"ИСПАНИЯ";"3130";;;;;;"1";
"195/65 R15 Б/К NOKIAN HAKKA BLUE XL";"РОССИЯ";"3350";;;;;;">50";
"195/65 R15 Б/К NOKIAN HAKKA GREEN ";"ФИНЛЯНДИЯ";"2860";;;;;;"-";
"195/65 R15 Б/К NOKIAN HAKKA GREEN ";"РОССИЯ";"2940";;;;;;">50";
"195/65 R15 Б/К NORDMAN SX";"РОССИЯ";"2660";;;;;;"-";
"195/65 R15 Б/К PIRELLI Cinturato P6";"ИТАЛИЯ";"3200";;;;;;"32";
"195/65 R15 Б/К PIRELLI P6";"ТУРЦИЯ";"2955";;;;;;">50";
"195/65 R15 Б/К SAVA INTENSA HP";"ПОЛЬША";"2680";;;;;;">50";
"195/65 R15 Б/К YH A349";"ЯПОНИЯ";"3560";;;;;;"8";
"195/65 R15 Б/К YH AA01";"ФИЛИППИНЫ";"2730";;;;;;">50";
"195/65 R15 Б/К YH AC01 H";"ФИЛИППИНЫ";"2850";;;;;;"2";
"195/65 R15 Б/К YH AC02";"ФИЛИППИНЫ";"3440";;;;;;">50";
"195/65 R15 Б/К YH V550";"ЯПОНИЯ";"3240";;;;;;">50";
"195/70 R15 Б/К HANKOOK K715";"КОРЕЯ";"3030";;;;;;"40";
"205/50 R15 Б/К HANKOOK K105 ";"КОРЕЯ";"3040";;;;;;"10";
"195/60 R15 Б/К DUNLOP SP FASTRESPONSE TH";"ТАЙЛАНД";"3370";;;;;;">50";
"195/60 R15 Б/К GY DURAGRIP";"ФРАНЦИЯ";"3200";;;;;;"1";
"195/60 R15 Б/К GY EFFICIENTGRIP";"СЛОВЕНИЯ";"3550";;;;;;">50";
"195/60 R15 Б/К HANKOOK K424";"КОРЕЯ";"2850";;;;;;"-";
"195/60 R15 Б/К NOKIAN HAKKA BLUE";"РОССИЯ";"3820";;;;;;">50";
"195/60 R15 Б/К NOKIAN HAKKA GREEN ";"РОССИЯ";"3480";;;;;;"18";
"195/60 R15 Б/К NOKIAN HAKKA V";"РОССИЯ";"3500";;;;;;">50";
"195/60 R15 Б/К PIRELLI Cinturato P6";"ТУРЦИЯ";"3340";;;;;;">50";
"195/60 R15 Б/К SAVA ADAPTO ";"ПОЛЬША";"2955";;;;;;"4";
"195/60 R15 Б/К SAVA INTENSA HP";"ФРАНЦИЯ";"2820";;;;;;">50";
"195/60 R15 Б/К YH AA01";"ФИЛИППИНЫ";"3050";;;;;;"32";
"195/60 R15 Б/К YH AC02";"ФИЛИППИНЫ";"3280";;;;;;">50";
"195/60 R15 Б/К YH V550";"ЯПОНИЯ";"3410";;;;;;"8";
"195/65 R15 Б/К BS B250";"ИНДОНЕЗИЯ";"2890";;;;;;"17";
"195/65 R15 Б/К BS Ecopia  EP100A";"ТАЙЛАНД";"3165";;;;;;">50";
"195/65 R15 Б/К BS ER300";"ЯПОНИЯ";"3355";;;;;;"28";
"195/65 R15 Б/К BS MY01";"ТАЙЛАНД";"3000";;;;;;"13";
"195/65 R15 Б/К DUNLOP SP FASTRESPONSE";"ГЕРМАНИЯ";"3180";;;;;;"16";
"195/65 R15 Б/К DUNLOP SP SPORT 01";"ТАЙЛАНД";"3360";;;;;;"28";
"195/65 R15 Б/К GY DURAGRIP";"ПОЛЬША";"2980";;;;;;">50";
"195/50 R15 Б/К YH PA01 ";"ФИЛИППИНЫ";"3650";;;;;;"-";
"195/55 R15 Б/К BS ER300 ";"ЯПОНИЯ";"4050";;;;;;"6";
"195/55 R15 Б/К BS MY01";"ТАЙЛАНД";"3665";;;;;;"20";
"195/55 R15 Б/К BS RE001";"ЯПОНИЯ";"3740";;;;;;"7";
"195/55 R15 Б/К BS RE002";"ТАЙЛАНД";"4100";;;;;;"12";
"195/55 R15 Б/К BS RE002";"ИНДОНЕЗИЯ";"4120";;;;;;">50";
"195/55 R15 Б/К DUNLOP SP FASTRESPONSE";"ТАЙЛАНД";"3680";;;;;;"44";
"195/55 R15 Б/К GY DURAGRIP";"СЛОВЕНИЯ";"3730";;;;;;"1";
"195/55 R15 Б/К HANKOOK K415 ";"КОРЕЯ";"2825";;;;;;"-";
"195/55 R15 Б/К HANKOOK K424";"КОРЕЯ";"3250";;;;;;">50";
"195/55 R15 Б/К NOKIAN HAKKA GREEN ";"РОССИЯ";"3950";;;;;;">50";
"195/55 R15 Б/К NOKIAN HAKKA V";"ФИНЛЯНДИЯ";"3880";;;;;;">50";
"195/55 R15 Б/К PIRELLI Cinturato P6";"РУМЫНИЯ";"3970";;;;;;"16";
"195/55 R15 Б/К TOYO PXT1-R";"ЯПОНИЯ";"3180";;;;;;"2";
"195/55 R15 Б/К YH AA01";"ФИЛИППИНЫ";"3440";;;;;;"2";
"195/55 R15 Б/К YH AC01";"ФИЛИППИНЫ";"3400";;;;;;"1";
"195/55 R15 Б/К YH AC02";"ФИЛИППИНЫ";"3880";;;;;;"4";
"195/55 R15 Б/К YH AS01";"ФИЛИППИНЫ";"3830";;;;;;"2";
"195/60 R15 Б/К BS ER300";"ЯПОНИЯ";"3370";;;;;;"-";
"195/60 R15 Б/К BS MY01";"ТАЙЛАНД";"3290";;;;;;"9";
"185/65 R15 Б/К NOKIAN HAKKA GREEN ";"РОССИЯ";"2900";;;;;;"1";
"185/65 R15 Б/К NORDMAN SX";"РОССИЯ";"2500";;;;;;"1";
"185/65 R15 Б/К SAVA ADAPTO ";"ПОЛЬША";"2815";;;;;;"16";
"185/65 R15 Б/К SAVA INTENSA HP";"СЛОВЕНИЯ";"2780";;;;;;">50";
"185/65 R15 Б/К SAVA PERFECTA";"ЮАР";"2420";;;;;;">50";
"185/65 R15 Б/К YH AA01 ";"ФИЛИППИНЫ";"2290";;;;;;"-";
"185/65 R15 Б/К YH AC02";"ФИЛИППИНЫ";"2630";;;;;;"-";
"195/50 R15 Б/К BS ER300";"ЯПОНИЯ";"2930";;;;;;"20";
"195/50 R15 Б/К BS MY01";"ТАЙЛАНД";"3030";;;;;;"11";
"195/50 R15 Б/К BS RE002";"ТАЙЛАНД";"3365";;;;;;"40";
"195/50 R15 Б/К DUNLOP SP FASTRESPONSE";"ТАЙЛАНД";"2830";;;;;;"38";
"195/50 R15 Б/К HANKOOK H424";"КОРЕЯ";"2780";;;;;;">50";
"195/50 R15 Б/К HANKOOK K110 ";"КОРЕЯ";"2930";;;;;;">50";
"195/50 R15 Б/К KUMHO KU31 ";"КОРЕЯ";"2920";;;;;;"1";
"195/50 R15 Б/К MICHELIN PILOT EXALTO PE2 82H";"ИСПАНИЯ";"3100";;;;;;"24";
"195/50 R15 Б/К NOKIAN HAKKA BLUE XL";"РОССИЯ";"3100";;;;;;">50";
"195/50 R15 Б/К SAVA ADAPTO ";"ПОЛЬША";"2430";;;;;;"4";
"195/50 R15 Б/К SAVA INTENSA HP";"СЛОВЕНИЯ";"2260";;;;;;">50";
"195/50 R15 Б/К YH AA01";"ФИЛИППИНЫ";"2670";;;;;;"2";
"195/50 R15 Б/К YH AC02";"ФИЛИППИНЫ";"2850";;;;;;"-";
"185/55 R15 Б/К MICHELIN PILOT EXALTO ";"ИСПАНИЯ";"3750";;;;;;"4";
"185/55 R15 Б/К NOKIAN HAKKA BLUE";"РОССИЯ";"3940";;;;;;"32";
"185/55 R15 Б/К NOKIAN HAKKA H XL ";"ФИНЛЯНДИЯ";"3105";;;;;;"1";
"185/55 R15 Б/К NOKIAN HAKKA V";"ФИНЛЯНДИЯ";"3790";;;;;;"15";
"185/55 R15 Б/К YH AC01";"ФИЛИППИНЫ";"3600";;;;;;"6";
"185/55 R15 Б/К МР-43";"ОМСК-МАТАДОР";"1750";;;;;;">50";
"185/60 R15 Б/К BS Ecopia  EP100A";"ТАЙЛАНД";"2630";;;;;;"36";
"185/60 R15 Б/К KUMHO KH17";"КОРЕЯ";"2600";;;;;;"12";
"185/60 R15 Б/К NOKIAN HAKKA GREEN ";"ФИНЛЯНДИЯ";"3355";;;;;;"-";
"185/60 R15 Б/К NOKIAN HAKKA GREEN ";"РОССИЯ";"3355";;;;;;"9";
"185/60 R15 Б/К YH AA01";"ФИЛИППИНЫ";"2520";;;;;;"-";
"185/65 R15 Б/К BS B250";"ТАЙЛАНД";"2475";;;;;;"2";
"185/65 R15 Б/К BS B391";"ЯПОНИЯ";"2920";;;;;;"33";
"185/65 R15 Б/К BS ER300";"ЯПОНИЯ";"2800";;;;;;"9";
"185/65 R15 Б/К CONTINENTAL ECO CONTACT 3";"РУМЫНИЯ";"2740";;;;;;"8";
"185/65 R15 Б/К CONTINENTAL ECO CONTACT 3 MO";"ФРАНЦИЯ";"2740";;;;;;"-";
"185/65 R15 Б/К GY DURAGRIP";"ТУРЦИЯ";"3050";;;;;;"12";
"185/65 R15 Б/К GY EFFICIENTGRIP";"ФРАНЦИЯ";"3470";;;;;;">50";
"185/65 R15 Б/К HANKOOK K424";"КОРЕЯ";"2450";;;;;;"-";
"185/65 R15 Б/К KUMHO KH17 ";"КОРЕЯ";"1965";;;;;;"1";
"185/70 R14 Б/К YH AA01";"ФИЛИППИНЫ";"1860";;;;;;"1";
"195/60 R14 Б/К YH AA01";"ФИЛИППИНЫ";"2770";;;;;;"5";
"195/65 R14 Б/К MICHELIN ENERGY SAVER";"ИТАЛИЯ";"3610";;;;;;"4";
"195/70 R14 Б/К BS B250";"ИНДОНЕЗИЯ";"2675";;;;;;">50";
"195/70 R14 Б/К HANKOOK K424";"КОРЕЯ";"2310";;;;;;">50";
"195/70 R14 Б/К KUMHO KH17";"КОРЕЯ";"2100";;;;;;"1";
"205/70 R14 Б/К BS B250";"ТАЙЛАНД";"2530";;;;;;"40";
"205/70 R14 Б/К HANKOOK K424";"КОРЕЯ";"2420";;;;;;"40";
"205/70 R14 Б/К HANKOOK K715";"КОРЕЯ";"2150";;;;;;"1";
"175/55 R15 Б/К KUMHO KH11";"КОРЕЯ";"2750";;;;;;"10";
"175/60 R15 Б/К HANKOOK K415 ";"КОРЕЯ";"2960";;;;;;"26";
"175/60 R15 Б/К YH AA01";"ФИЛИППИНЫ";"3350";;;;;;"6";
"175/65 R15 Б/К BS Ecopia  EP100A";"ТАЙЛАНД";"2425";;;;;;"8";
"175/65 R15 Б/К HANKOOK K415 ";"КОРЕЯ";"2335";;;;;;"22";
"175/65 R15 Б/К MICHELIN ENERGY E3A ";"ФРАНЦИЯ";"2860";;;;;;"2";
"175/65 R15 Б/К NOKIAN HAKKA GREEN ";"ФИНЛЯНДИЯ";"2750";;;;;;"20";
"175/65 R15 Б/К SAVA PERFECTA";"ГЕРМАНИЯ";"2160";;;;;;"10";
"175/65 R15 Б/К YH AA01";"ФИЛИППИНЫ";"2680";;;;;;"12";
"185/55 R15 Б/К BS MY01";"ТАЙЛАНД";"3590";;;;;;"12";
"185/55 R15 Б/К HANKOOK K110 ";"КОРЕЯ";"3000";;;;;;">50";
"185/65 R14 Б/К KUMHO KU31";"КОРЕЯ";"2420";;;;;;"12";
"185/65 R14 Б/К MICHELIN ENERGY SAVER";"ГЕРМАНИЯ";"3000";;;;;;"3";
"185/65 R14 Б/К NOKIAN HAKKA GREEN ";"РОССИЯ";"2320";;;;;;">50";
"185/65 R14 Б/К NOKIAN HAKKA i3";"РОССИЯ";"1940";;;;;;"-";
"185/65 R14 Б/К NORDMAN SX";"РОССИЯ";"2100";;;;;;"-";
"185/65 R14 Б/К PIRELLI Cinturato P1";"ТУРЦИЯ";"2775";;;;;;">50";
"185/65 R14 Б/К SAVA ADAPTO HP MS";"ПОЛЬША";"2560";;;;;;">50";
"185/65 R14 Б/К YH AA01";"ФИЛИППИНЫ";"2250";;;;;;">50";
"185/70 R14 Б/К BS B250";"ИНДОНЕЗИЯ";"2430";;;;;;">50";
"185/70 R14 Б/К CONTINENTAL ECO CONTACT 3";"ЧЕХИЯ";"2650";;;;;;"1";
"185/70 R14 Б/К GY DURAGRIP ZA";"ЮАР";"2820";;;;;;">50";
"185/70 R14 Б/К HANKOOK K424";"КОРЕЯ";"2150";;;;;;"-";
"185/70 R14 Б/К HANKOOK K715";"КОРЕЯ";"1780";;;;;;"1";
"185/70 R14 Б/К KUMHO KH17";"КОРЕЯ";"2160";;;;;;"-";
"185/70 R14 Б/К KUMHO KR21";"КИТАЙ";"2160";;;;;;"4";
"185/70 R14 Б/К MICHELIN ENERGY SAVER";"ВЕЛИКОБРИТАНИЯ";"2990";;;;;;"2";
"185/70 R14 Б/К NOKIAN HAKKA GREEN ";"РОССИЯ";"2550";;;;;;">50";
"185/70 R14 Б/К NOKIAN HAKKA i3";"РОССИЯ";"2240";;;;;;"1";
"185/70 R14 Б/К NORDMAN SX";"РОССИЯ";"2140";;;;;;"2";
"185/70 R14 Б/К SAVA ADAPTO ";"ПОЛЬША";"2480";;;;;;"12";
"185/60 R14 Б/К CONTINENTAL PREMIUM CONTACT 2";"ПОРТУГАЛИЯ";"2600";;;;;;"3";
"185/60 R14 Б/К DUNLOP SP FASTRESPONSE TH";"ТАЙЛАНД";"2540";;;;;;"20";
"185/60 R14 Б/К GY DURAGRIP";"ПОЛЬША";"2160";;;;;;">50";
"185/60 R14 Б/К HANKOOK K424";"КОРЕЯ";"2050";;;;;;">50";
"185/60 R14 Б/К MICHELIN ENERGY SAVER";"РОССИЯ";"2450";;;;;;"2";
"185/60 R14 Б/К MICHELIN PILOT EXALTO PE2";"ИСПАНИЯ";"3900";;;;;;"3";
"185/60 R14 Б/К NOKIAN HAKKA GREEN ";"РОССИЯ";"2230";;;;;;"1";
"185/60 R14 Б/К PIRELLI Cinturato P1";"ТУРЦИЯ";"2290";;;;;;">50";
